NQMC-2112	This measure is used to assess the percentage of HIV positive women who reported whether they had questions about pregnancy and prenatal care, but their women's health providers did not answer them in a way that they could understand.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Women's Health Care Module.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction     Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "Strongly Disagree," "Disagree," "Agree," "Strongly Agree," or "Does Not Apply" to the item, "I had questions about pregnancy and prenatal care, but my women's health providers did not answer them in a way I could understand." HIV positive female patients 13 years of age and older who had at least 2 primary care visits in the last 12 months and completed the survey
NQMC-6477	This measure is used to assess the parent's report of the length of time that he or she has been bringing his or her child to a regular place or physician, based on the parent's responses ("0 = no particular place [person]," "1 = less than 6 months," "2 = 6 months to 1 year," "3 = 1 to 2 years," "4 = 3 to 5 years," and "5 = greater than 5 years") to the "Longitudinal Continuity" items in the Parent's Perceptions of Primary Care (P3C) measure instrument:        If there is one particular place that you take your child for almost all his/her healthcare how long has this been your child's place for healthcare?       If there is one particular person that you think of as your child's regular doctor or nurse, how long has this person been your child's doctor or nurse?   High quality pediatric primary care is a cornerstone of efforts to improve health outcomes, control health care spending, and improve access to care. To improve the quality of pediatric primary care, a reliable and valid measure must exist. The ideal instrument is one that is brief, practical, reliable, and valid. Given the current high rate of uninsured children and children without a regular source of care, such an instrument must also be applicable regardless of insurance status and health plan membership or the presence of a regular provider of care.  The Parent's Perceptions of Primary Care (P3C) measure is based on the Institute of Medicine (IOM) definition of primary care, which is similar to the American Academy of Pediatrics concept of a medical home. With the use of this definition as a criterion, the P3C was designed to measure 6 components of care (longitudinal continuity, access, contextual knowledge, communication, comprehensiveness, and coordination) that, when present, constitute high-quality primary care experiences. High scores reflect care conforming to this a priori definition.   The P3C measures perceptions of quality based on parents' reports of their experiences, rather than ratings of satisfaction with those experiences. The P3C was designed to measure parents' perceptions of experiences in receiving primary care, rather than the quality of a particular provider of primary care. This was done so that the care received by children without a regular provider also could be described in relation to the IOM definition of quality primary care. This is important, given the large proportions of uninsured children and children without a regular source of care who receive primary health care at emergency departments or community clinics, where they might not see a consistent provider. The number of responses ("0 = no particular place [person]," "1 = less than 6 months," "2 = 6 months to 1 year," "3 = 1 to 2 years," "4 = 3 to 5 years," and "5 = greater than 5 years") to the "Longitudinal Continuity" items in the Parent's Perceptions of Primary Care (P3C) measure instrument (see the related "Numerator Inclusions/Exclusions" field) Children whose parent or guardian answered the "Longitudinal Continuity" items on the Parent's Perceptions of Primary Care (P3C) measure instrument
NQMC-2977	This measure is used to assess the proportion of children whose parents reported a positive influence on confidence in parenting their child and managing their responsibilities (e.g., doing things for child to help him/her grow and learn, protecting child from injuries, addressing special concerns, and managing parenting responsibilities).High quality care should empower and enhance the parent self-efficacy. Children whose parents responded "I Feel a Lot More Confident" and "I Feel a Little More Confident" to all of the items in the "Effect of Care Provided" scale (see the related "Numerator Inclusions/Exclusions" field) Children age 3 months to 48 months who received a well-child visit in the last 12 months and whose parents answered at least half of the items in the "Effect of Care Provided" scale on the Promoting Healthy Development Survey (PHDS)
NQMC-2087	This measure is used to assess the percentage of HIV positive adult patients who reported how often they found it hard to talk to their mental health providers.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Mental Health Services Module.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction    Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "All of the time," "Most times," "Sometimes," "Rarely," "Never," or "Does not apply" to the item, "I found it hard to talk to my mental health providers." HIV positive adult patients 18 years of age and older who received one or more mental health services in the last 12 months and completed the survey
NQMC-2091	This measure is used to assess the percentage of HIV positive adult patients who reported how often they wanted to be more involved in making decisions about their mental health treatment.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Mental Health Services Module.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction    Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "All of the time," "Most times," "Sometimes," "Rarely," "Never," or "Does not apply" to the item, "I wanted to be more involved in making decisions about my mental health treatment." HIV positive adult patients 18 years of age and older who received one or more mental health services in the last 12 months and completed the survey
NQMC-2016	This measure is used to assess the percentage of HIV positive adolescent and adult patients who reported how often they wanted their providers to spend more time with them.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Core Measures.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction    Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "All of the time," "Most times," "Sometimes," "Rarely," "Never," or "Does not apply" to the item, "I wanted my providers to spend more time with me."                                  HIV positive adolescents and adults 13 years of age and older who had at least 2 HIV primary care visits in the last 12 months and completed the survey 
NQMC-8557	This measure is used to assess the percentage of adult home health care patients who reported how well their home health care provider communicated with patients.  The "Communications Between Providers and Patients" composite measure is based on six questions in the Home Health Care CAHPS Survey. Two of the questions ask patients whether ("Yes" or "No"):        When you first started getting home health care from this agency, did someone from the agency tell you what care and services you would get?       In the last 2 months of care, when you contacted this agency's office did you get the help or advice you needed?     AND  Three of the questions ask patients how often ("Never," "Sometimes," "Usually," "Always"):        In the last 2 months of care, how often did home health providers from this agency keep you informed about when they would arrive at your home?       In the last 2 months of care, how often did home health providers from this agency explain things in a way that was easy to understand?       In the last 2 months of care, how often did home health providers from this agency listen carefully to you?     AND  One question asks patients how often ("Same day," "1 to 5 days," "6 to 14 days," "More than 14 days"):        When you contacted this agency's office, how long did it take for you to get the help or advice you needed?     Note: A composite score is calculated in which a higher score indicates better quality. Composite scores are intended for consumer-level reporting. The Consumer Assessment of Healthcare Providers and Systems (CAHPS) Home Health Care Survey (HHCAHPS) is designed to measure the experiences of people receiving home health care from Medicare-certified home health care agencies. The HHCAHPS Survey will be conducted for home health agencies by approved HHCAHPS vendors.   The survey is designed to meet the following three broad goals:        To produce comparable data on the patient's perspective that allows objective and meaningful comparisons between home health agencies on domains that are important to consumers.       Public reporting of survey results will create incentives for agencies to improve their quality of care.       Public reporting will enhance public accountability in health care by increasing the transparency of the quality of care provided in return for public investment.    The number of "Yes" or "No" and "Never," "Sometimes," "Usually," or "Always" and "Same day," "1 to 5 days," "6 to 14 days," or "More than 14 days" responses on the "Communications Between Providers and Patients" questions (see the related "Numerator Inclusions/Exclusions" field) Home health care patients age 18 years and older who answered the "Communications Between Providers and Patients" questions on the Home Health Care CAHPS Survey (see the related "Denominator Inclusions/Exclusions" field)
NQMC-2109	This measure is used to assess the percentage of HIV positive women who reported how often the clinic provided adequate child care during their appointments.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Women's Health Care Module.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction     Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "All of the time," "Most times," "Sometimes," "Rarely," "Never," or "Does not apply" to the item, "The clinic provided adequate child care during my appointments." HIV positive female patients 13 years of age and older who had at least 2 primary care visits in the last 12 months and completed the survey
NQMC-8614	This measure is used to assess the percentage of adult inpatients who reported how often ("Never," "Sometimes," "Usually," "Always") the area around their room was quiet at night.   The "Quietness of Hospital Environment" measure is based on one question on the CAHPS Hospital Survey.The Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS) Survey is part of a larger Consumer Assessment of Healthcare Providers and Systems (CAHPS) program sponsored by the Agency for Healthcare Research and Quality (AHRQ). CAHPS was initiated by AHRQ in 1995 to establish survey and reporting products that provide consumers with information on health plan and provider performance. Since 1995, the initiative has grown to include a range of health care services at multiple levels of the delivery system. HCAHPS was developed by AHRQ in response to the Centers for Medicare  Medicaid Services' (CMS) request for a survey that supports the assessment of patients' perspectives on hospital care.   The purpose of HCAHPS is to uniformly measure and publicly report patients' perspectives on their inpatient care. While many hospitals collected information on patients' satisfaction with care, there was no national standard for collecting this information that would yield valid comparisons across all hospitals. HCAHPS represents the first national standard for the collection of information on patients' perspectives about their inpatient care.  Three broad goals have shaped the HCAHPS survey. First, the survey is designed to produce comparable data on patients' perspectives of care that allows objective and meaningful comparisons between hospitals on domains that are important to consumers. Second, public reporting of the survey results is designed to create incentives for hospitals to improve their quality of care. Third, public reporting will serve to enhance public accountability in health care by increasing the transparency of the quality of hospital care provided in return for the public investment. With these goals in mind, the HCAHPS project has taken substantial steps to assure that the survey is credible, useful, and practical. This methodology and the information it generates is made available to the public. The number of "Never," "Sometimes," "Usually," or "Always" responses on the "Quietness of Hospital Environment" question (see the related "Numerator Inclusions/Exclusions" field) Hospital inpatients with an admission during the reporting period who answered the "Quietness of Hospital Environment" question on the CAHPS Hospital Survey (see the related "Denominator Inclusions/Exclusions" field)
NQMC-3045	This measure is used to assess the percentage of respondents who indicated how often ("Never," "Sometimes," "Usually," or "Always") their nephrologist:        listened carefully to them.       explained things in a way that was easy to understand.       showed respect for what they had to say.       spent enough time with them.       really cared about them as a person.     AND  The percentage of respondents who indicated whether ("Yes" or "No") their nephrologist:        seemed informed and up-to-date about the health care they received from other doctors.     The "Nephrologists' Communication and Caring" composite measure is based on six questions in the CAHPS In-Center Hemodialysis Survey.  Note: A composite score is calculated in which a higher score indicates better quality. Composite scores are intended for consumer-level reporting. Additionally, frequency distributions are available for plans or providers to use for quality improvement purposes.As a result of legislation passed in 1972, Medicare pays for more than two-thirds of the expenditures for care for patients with end-stage renal disease (ESRD). To help ensure that these patients are receiving quality care, the Centers for Medicare  Medicaid Services (CMS) has been reporting comparative clinical information at the facility level since January of 2001 on its Dialysis Facility Compare Web site. However, patient survey results are noticeably absent from the current set of quality measures for ESRD care. In recent years, both the U.S. Office of the Inspector General and MedPac's 2003 Report to Congress noted the need to evaluate the experience of care for ESRD patients.  Consequently, in late 2002, CMS requested that the Agency for Healthcare Research and Quality (AHRQ) and the CAHPS grantees produce a patient survey for in-center hemodialysis patients.  This request was part of CMS's broader quality agenda for its ESRD program.    The CAHPS In-Center Hemodialysis Survey is designed to assess the experiences of hemodialysis patients who receive care from dialysis facilities. It is intended to serve as a tool that both facilities and End-Stage Renal Disease Networks can use to measure and improve the patient-centeredness of their care. The number of responses ("Never," "Sometimes," "Usually," or "Always" OR "Yes" or "No") on the "Nephrologists' Communication and Caring" questions (see the related "Numerator Inclusions/Exclusions" field) All currently dialyzing in-center hemodialysis patients, age 18 years and older, who answered the "Nephrologists' Communication and Caring" questions on the CAHPS In-Center Hemodialysis Survey (see the related "Denominator Inclusions/Exclusions" field)
NQMC-851	This single-item measure indicates the percentage of adult patients who reported whether ("Yes" or "No") they were given information about patient rights.Consumer ratings and reports of their behavioral health care and the health plan or managed behavioral health care organization (MBHO) that provide that care are important measures of the quality of behavioral health treatment. National efforts to develop quality indicators for behavioral health care by treatment providers, researchers and policymakers have all included consumer ratings. Moreover, many behavioral health care treatment providers use consumer ratings as a component of their quality improvement processes.  The Experience of Care and Health Outcomes (ECHO) Survey is designed to collect information on patients' experiences with behavioral health care. It produces data that can be useful for patients, clinicians, managed behavioral healthcare organizations (MBHO), health care plans, purchasers, States, and Federal agencies. This ECHO Survey is part of the CAHPS family of surveys, which are developed and supported by a public-private consortium of researchers sponsored by the Agency for Healthcare Research and Quality (AHRQ).  The ECHO Survey can be used for the following purposes:        To satisfy external standards.       To improve the quality of mental health and substance abuse services.       To monitor the quality of behavioral health organizations.       To hold providers accountable through public reporting.    The number of health plan members from the denominator who indicated "Yes" or "No" regarding whether they were given information on patient rights Health plan members age 18 years and older, enrolled in a managed care organization (MCO) or managed behavioral health organization (MBHO) for the previous 12 months with no more than one break in enrollment of up to 45 days during the enrollment period, who received behavioral health care services and who answered the "Getting Information About Patient Rights" question on the Experience of Care and Health Outcomes (ECHO) Survey
NQMC-2076	This measure is used to assess the percentage of HIV positive adult patients who reported whether their substance use counselors explained to them in a way they could understand how their substance use treatment (for example, methadone) and their HIV medications might interact.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Outpatient Substance Use Treatment Module.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction    Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "Strongly Disagree," "Disagree," "Agree," "Strongly Agree," or "Does Not Apply" to the item, "My substance use counselors explained to me in a way I could understand how my substance use treatment (for example, methadone) and my HIV medications might interact." HIV positive adult patients 18 years of age and older engaged in a substance use treatment program who completed the survey
NQMC-7478	This measure is used to assess the percentage of parents/guardians (respondents) who reported if ("Yes, definitely," "Yes, somewhat," or "No") their child's providers communicated well.   This "How Well Providers Communicate with Patients" composite measure is based on six questions in the CAHPS Clinician  Group Child Visit Survey that asks whether:        Provider explained things in a way that was easy to understand       Provider listened carefully to respondent       Provider gave easy to understand information about health questions or concerns       Provider knew important information about child's medical history       Provider showed respect for what respondent had to say       Provider spent enough time with child     The Visit Survey is meant to capture information about a patient's most recent visit. However, only questions about provider communication and office staff ask about the most recent visit. Questions about access to care use a 12-month reference period.  Note: A composite score is calculated in which a higher score indicates better quality. Composite scores are intended for consumer-level reporting.The CAHPS Clinician  Group Surveys (CG-CAHPS) assess patients' experiences with health care providers and staff in providers' offices. Survey results can be used to:        Improve care provided by individual providers, sites of care, medical groups, or provider networks.       Equip consumers with information they can use to choose physicians and other health care providers, physician practices, or medical groups.     The Visit Survey asks patients to report on their experiences with providers and office staff at their most recent visit to a provider's office. This instrument addresses feedback from many users regarding the need for a CAHPS survey that focuses on experiences during a single visit rather than over a period of time. More targeted feedback about a visit can provide medical practices with valuable information for monitoring and improvement. Also, many physicians are accustomed to seeing survey results for a visit, which they sometimes perceive as more valid and credible. The number of "Yes, definitely," "Yes, somewhat," or "No" responses on the "How Well Providers Communicate with Patients" questions (see the related "Numerator Inclusions/Exclusions" field) All parents/guardians who answered the "How Well Providers Communicate with Patients" questions on the CAHPS Clinician  Group Child Visit Survey (see the related "Denominator Inclusions/Exclusions" field)
NQMC-7398	This measure is used to assess the percentage of respondents who reported how often/whether their family member's nursing home provided information and encouraged respondent involvement.   This "Nursing Home Provides Information/Encourages Respondent Involvement" composite measure is based on six questions in the CAHPS Nursing Home Family Member Survey. Four questions ask respondents (defined as family members of nursing home residents) how often ("Never," "Sometimes," "Usually," "Always"):        Nurses/Aides give respondent timely information about resident       Nurses/Aides explain things to respondent       Respondent involved in decisions about care       Respondent given information about payments/expenses     AND  Two questions ask respondents whether ("Yes" or "No"):        Nurses/Aides discourage respondents questions       Respondent stops self from complaining     The Family Member Survey asks respondents to report on their own experiences (not the resident's) with the nursing home and their perceptions of the quality of care provided to a family member living in a nursing home. This instrument is designed to be administered by mail.  Note: A composite score is calculated in which a higher score indicates better quality. Composite scores are intended for consumer-level (nursing home) reporting.The CAHPS Nursing Home Surveys include three instruments designed to provide information on the experiences of nursing home residents and their family members. Multiple versions of the Nursing Home Surveys are available to meet different needs:        Long-Stay Resident Survey       Discharged Resident       Family Member Survey     The Nursing Home Surveys can be used in monitoring programs designed to improve both care quality and patient satisfaction.  Although the family members do not receive care from the nursing home, their experiences at the nursing home and with staff are important in describing the quality of the nursing home. Family members often help choose the nursing home and continue to be involved with their family member after entry, participating in care planning and making decisions on behalf of the resident. Like the CAHPS Nursing Home Resident Surveys, the family reported experiences of care complement other, publicly reported data such as health deficiencies, staffing, and other quality indicators (e.g., percent of residents with restraints), and thus contribute to providing a comprehensive view of quality care.  The Centers for Medicare  Medicaid Services requested development of this questionnaire to complement the Long-Stay Resident Instrument especially for those residents who may be too impaired to respond for themselves. The number of "Never," "Sometimes," "Usually," or "Always" and "Yes" or "No" responses on the "Nursing Home Provides Information/Encourages Respondent Involvement" questions (see the related "Numerator Inclusions/Exclusions" field) All respondents (defined as family members of nursing home residents) who answered the "Nursing Home Provides Information/Encourages Respondent Involvement" questions on the CAHPS Nursing Home Family Member Survey
NQMC-7263	This measure is used to assess the mean scale score on the "Illness Management" domain on the Canadian Health Care Evaluation Project (CANHELP) Bereavement Questionnaire.  A mean scale score is calculated based on the caregivers' ratings (1 = "Not at All Satisfied"; 2 = "Not Very Satisfied"; 3 = "Somewhat Satisfied"; 4 = "Very Satisfied"; 5 = "Completely Satisfied") on the following questions:        How satisfied are you with the tests that were done and the treatments that were given for your relative's medical problems in the last month of life?       How satisfied are you that physical symptoms (for example: pain, shortness of breath, nausea) your relative had in the last month of life were adequately assessed and controlled?       How satisfied are you that emotional problems (for example: depression, anxiety) your relative had in the last month of life were adequately controlled?       How satisfied are you with the help your relative received with personal care in the last month of life (for example: bathing, toileting, dressing, eating)?       How satisfied are you that, in the last month of life, your relative received good care when you were not able to be with him/her?       How satisfied are you with home care services your relative received in the last month of life?       How satisfied are you that health care workers worked together as a team to look after your relative in the last month of life?       How satisfied are you that you were able to manage the financial costs associated with your relative's illness in the last month of life?       How satisfied are you with the environment or the surroundings in which your relative was cared for in the last month of life?       How satisfied are you that the care and treatment your relative received in the last month of life was consistent with his or her wishes?     Note: The "Illness Management" domain is one of six domains comprising the CANHELP Bereavement Questionnaire. Mean scale scores are calculated for each domain of the questionnaire. In addition, an "Overall" satisfaction score is calculated. Please note that there is another version of the surveyCANHELP Liteavailable from the CARENET Web site.Initiatives to improve satisfaction with end-of-life (EOL) care remain hampered by a nascent understanding of what quality care means to patients and their families, and how it is best measured. Several experts and professional societies have attempted to define the specific components and related areas (domains) involved in quality EOL care; in contrast, patient and family perspectives are surprisingly lacking.   Most previous studies of quality have focused on outpatients and people with cancer. Researchers recently documented that most Canadians (greater than 70%) die in hospitals, and the majority of decedents are elderly patients who died from causes unrelated to cancer. The trajectory of a patient dying from cancer differs from one dying from other, chronic, end-stage medical conditions. Thus, issues deemed important to quality EOL care that were identified by previous investigators may not be generalizable to seriously ill patients with advanced disease other than cancer, who have a more uncertain prognosis.   Although a "quality death" is an espoused right of Canadians, for many dying patients and their families it is not achieved. Recent reviews and observational studies describe considerable dissatisfaction with EOL care, indicating that there are still opportunities for improvement. Ideally, initiatives aimed at improving EOL care would be informed by the experiences and expectations of patients and their family members. However, such efforts are often hampered by inadequate definitions of quality of care and by suboptimal tools for measurement.   In a recent review, few studies evaluated satisfaction with care at the EOL, and most used non-validated assessment tools. To advance this field, standardized, validated satisfaction questionnaires are needed to measure meaningful outcomes in order to evaluate the effects of various clinical, organizational, policy, and financial initiatives that influence how EOL care is delivered and experienced. By first understanding patients' and families' levels of satisfaction with key elements of EOL care, we will be in a better position to improve their individual care, and to introduce quality improvement initiatives to the health care system as needed.   The Canadian Health Care Evaluation Project (CANHELP) questionnaire was designed to help researchers, health care providers, patients, and their families better understand satisfaction with care provided to seriously ill patients with advanced disease and to identify opportunities for improvement. Caregivers' ratings on the "Illness Management" domain on the Canadian Health Care Evaluation Project (CANHELP) Bereavement Questionnaire (see the related "Numerator Inclusions/Exclusions" field) Number of questions answered by caregivers who completed the "Illness Management" domain on the Canadian Health Care Evaluation Project (CANHELP) Bereavement Questionnaire (see the related "Denominator Inclusions/Exclusions" field)
NQMC-7465	This measure is used to assess the percentage of adult patients who reported how often ("Never," "Sometimes," "Usually," or "Always") they were able to get timely appointments, needed care, and information.   This "Getting Timely Appointments, Care, and Information" composite measure is based on five questions in the CAHPS Clinician  Group Adult Visit Survey that asks how often:        Patient got appointment for urgent care as soon as needed       Patient got appointment for non-urgent care as soon as needed       Patient got answer to medical question the same day he/she phoned provider's office       Patient got answer to medical question as soon as he/she needed when phoned provider's office after hours       Patient saw provider within 15 minutes of appointment time     The Visit Survey is meant to capture information about a patient's most recent visit. However, only questions about provider communication and office staff ask about the most recent visit. Questions about access to care use a 12-month reference period.  Note: A composite score is calculated in which a higher score indicates better quality. Composite scores are intended for consumer-level reporting.The CAHPS Clinician  Group Surveys (CG-CAHPS) assess patients' experiences with health care providers and staff in providers' offices. Survey results can be used to:        Improve care provided by individual providers, sites of care, medical groups, or provider networks.       Equip consumers with information they can use to choose physicians and other health care providers, physician practices, or medical groups.     The Visit Survey asks patients to report on their experiences with providers and office staff at their most recent visit to a provider's office. This instrument addresses feedback from many users regarding the need for a CAHPS survey that focuses on experiences during a single visit rather than over a period of time. More targeted feedback about a visit can provide medical practices with valuable information for monitoring and improvement. Also, many physicians are accustomed to seeing survey results for a visit, which they sometimes perceive as more valid and credible. The number of "Never," "Sometimes," "Usually," "Always" responses on the "Getting Timely Appointments, Care, and Information" questions (see the related "Numerator Inclusions/Exclusions" field) All patients who answered the "Getting Timely Appointments, Care, and Information" questions on the CAHPS Clinician  Group Adult Visit Survey (see the related "Denominator Inclusions/Exclusions" field)
NQMC-268	This measure assesses the mean score for the questions in the "Overall Assessment" section of the Emergency Department Survey.    The "Overall Assessment" section is one of eight sections that comprise the Emergency Department Survey. Mean section scores are reported for each section of the survey. In addition, an "Overall Facility Rating" score is reported.      Patient satisfaction is both an indicator of quality of care, and a component of quality care.      In 2001, the Institute of Medicine (IOM) advocated a patient-centered model of care (Crossing the Quality Chasm: A New Health System for the 21st Century). In part, this is a reflection of the growing understanding that      "...patients constantly judge the motives and competence of caregivers through their interaction with them. This judgment is a very personal one, based on perceptions of care being responsive to patients' "individual needs," rather than to any universal code of standards (McGlynn, 1997). When these individual needs are perceived as being met, better care results. Lohr (1997) notes: "Inferior care results when health professionals lack full mastery of their clinical areas or cannot communicate effectively and compassionately." In short, when patients perceive motives, communication, empathy, and clinical judgment positively, they will respond more positively to care...Sobel (1995) claims that improved communication and interaction between caregiver and patient improves actual outcome. Donabedian (1988) notes that "...the interpersonal process is the vehicle by which technical care is implemented and on which its success depends" (from Press [2002] Patient Satisfaction: Defining, Measuring, and Improving the Experience of Care, Health Administration Press).       It is clear that patients quite actively evaluate what is happening to them during the experience of care. The degree to which the patient judges the care experience as satisfactory "...is not only an indicator of the quality of care, but a component of quality care, as well" (Press, 2002).            In addition to its connection to quality of care and clinical outcomes, Patient Satisfaction has been linked to the following:                Healthcare employee satisfaction and retention           Healthcare facility competitive market strength           Hospital profitability           Risk management (likelihood of being sued)                The mean of all the patients' scores for the "Overall Assessment" section of the Emergency Department Survey    Refer to the "Press Ganey's Emergency Department Survey: Calculation of Scores Information" document listed in the "Companion Documents" field for additional details. Patients with an emergency department (ED) visit during the reporting period who answered at least one question in the "Overall Assessment" section of the Emergency Department Survey. Deceased patients, patients admitted to hospital through the ED, patients who leave the ED against medical advice, patients who leave the ED without being seen, and patients transferred to another hospital/institution are not eligible.
NQMC-2058	This measure is used to assess the percentage of HIV positive adolescent and adult patients who reported how often their life ran more smoothly overall because of the help they got from their case manager.    This measure is part of the Patient Satisfaction Survey for HIV Ambulatory Care (PSS-HIV) -- Case Management Module.Patient satisfaction has recently emerged as an important measure of the quality of health care delivery, right alongside the more traditional health status measurements and quality of life indicators. This is based largely on the discovery that patients with higher satisfaction levels often make important behavioral changes, including:      Maintaining more stable relationships with health care providers  Complying more closely with medical advice and treatment  Keeping appointments    Patients with higher satisfaction levels may also have improved health outcomes.    Many HIV providers have been measuring patient satisfaction at their HIV programs for some time. Others are just beginning. Measuring patient satisfaction will help to:      Strengthen communication and build relations with patients  Assess the strengths and weaknesses of HIV programs from the patients' perspective  Focus the quality improvement efforts  Create baseline data against which to measure changes in patient satisfaction    Taken together, these outcomes represent key opportunities to make and monitor the changes required to achieve some important goals: improving patient satisfaction and improving care overall. The number of patients who indicated "All of the time," "Most times," "Sometimes," "Rarely," "Never," or "Does not apply" to the item, "Overall, my life ran more smoothly because of the help I got from my case manager." HIV positive adolescents and adults 13 years of age and older who had at least 2 HIV case management visits in the last 12 months and completed the survey
