17826154	Depression produces the greatest decrement in health compared with the chronic diseases angina, arthritis, asthma, and diabetes. The comorbid state of depression incrementally worsens health compared with depression alone, with any of the chronic diseases alone, and with any combination of chronic diseases without depression. These results indicate the urgency of addressing depression as a public-health priority to reduce disease burden and disability, and to improve the overall health of populations.
11694107	Essential hypertension is the most common diagnosis in US primary care settings for middle-aged persons and seniors. Yet, data on hypertension screening, treatment, and control in such settings are limited. We analyzed National Ambulatory Medical Care Survey data to examine the rates of and factors associated with hypertension screening, treatment, and control during US office visits in 2003 and 2004. Blood pressure was measured in 56% (95% confidence limits: 52% to 59%) of all visits by patients > or =18 years of age and in 93% (95% confidence limits: 89% to 96%) of hypertensive patient visits. Among the latter, 62% (95% confidence limits: 55% to 69%) were treated. Diuretics were the most commonly prescribed antihypertensive agents (46%; 95% confidence limits: 41% to 50%), and combination therapy was reported in 58% (95% confidence limits: 54% to 63%) of treated visits. Only 39% (95% confidence limits: 34% to 43%) of treated visits were at recommended blood pressure goals. The odds of not being screened for hypertension were notably greater for visits with a provider other than a primary care physician or cardiologist (10.0; 95% confidence limits: 5.5 to 16.7) and for nonwell care visits (5.6; 95% confidence limits: 3.6 to 8.3). Greater odds of not being treated for hypertension were noted by geographic region (South versus Northeast: 2.6; 95% confidence limits: 1.2 to 5.6) and visit type (first time versus return visits; 1.6; 95% confidence limits: 1.1 to 2.4). The odds of not having blood pressure controlled were greater for patients with comorbidities (1.6; 95% confidence limits: 1.1 to 2.4). In conclusion, more intervention efforts are needed to further reduce the gaps and variations in routine practice in relation to evidence-based practice guidelines for hypertension screening, treatment, and control.
19681102	Ischemic stroke tPA treatment within 4.5h seems to improve functional outcomes and increases symptomatic intracranial hemorrhage rates without significantly increasing mortality.
17418085	Bisphosphonates are effective in the prevention and treatment of bone disease in multiple myeloma (MM). Osteonecrosis of the jaw is Increasingly recognized as a serious complication of long-term bisphosphonate therapy. Issues such as the choice of bisphosphonate and duration of therapy have become the subject of intense debate given patient safety concerns. We reviewed available data concerning the use of bisphosphonates in MM. Guidelines for the use of bisphosphonates in MM were developed by a multidisciplinary panel consisting of hematologists, dental specialists, and nurses specializing in the treatment of MM. We conclude that intravenous pamidronate and intravenous zoledronic acid are equally effective and superior to placebo in reducing skeletal complications. Pamidronate is favored over zoledronic acid until more data are available on the risk of complications (osteonecrosis of the jaw). We recommend discontinuing bisphosphonates after 2 years of therapy for patients who achieve complete response and/or plateau phase. For patients whose disease is active, who have not achieved a response, or who have threatening bone disease beyond 2 years, therapy can be decreased to every 3 months. These guidelines were developed in the Interest of patient safety and will be reexamined as new data emerge regarding risks and benefits.
2014943	Our data indicated that alternate-day aspirin therapy greatly reduced the risk for first myocardial infarction among patients with chronic stable angina, a group of patients at high risk for cardiovascular death (P less than 0.001). Although our results for stroke were based on small numbers, they suggested an apparent increase in frequency of stroke with aspirin therapy; this finding requires confirmation in randomized trials of adequate sample size.
1550000	The effect of participation in cardiac rehabilitation on medical costs was determined by measuring hospitalization charges for cardiac admissions over a 3-year period in 580 post-coronary event patients (58% after coronary bypass surgery, 42% after myocardial infarction), of whom 230 entered a cardiac rehabilitation program and 350 did not. Baseline left ventricular ejection fraction was similar in entrants and nonentrants (59.9% vs 59.5%). Over the 1 to 46-month follow-up period (mean 21 months), per capita hospitalization charges for participants in cardiac rehabilitation were $739 lower than charges for nonparticipants ($1197 +/- 3911 vs $1936 +/- 5459, p = 0.022). This was due to both a lower incidence of hospitalizations and lower charges per hospitalization. Inasmuch as groups differed with regard to age, sex, diagnostic category, and smoking status, data were adjusted for these baseline differences by means of analysis of covariance. Rehospitalization charges remained significantly higher in nonparticipants (p = 0.015). Because physician charges were not measured, the cost differential between groups is underestimated. Results of this study show an association between participation in comprehensive cardiac rehabilitation and lowered cardiac rehospitalization costs in the years after an acute coronary event.
21678374	Although we have been able to expand the number of participants by 16% in this update, we still find paucity of data on outcomes and the bias risk of the trials was mostly considered high. Targeting intensive glycaemic control compared with conventional glycaemic control did not show significant differences for all-cause mortality and cardiovascular mortality. Targeting intensive glycaemic control seemed to reduce the risk of microvascular complications, if we disregard the risks of bias, but increases the risk of hypoglycaemia and serious adverse events.
15078788	Most deaths from pulmonary embolism among patients hospitalized for other conditions occurred in the setting of failed prophylaxis rather than omitted prophylaxis. High-risk patients, especially medical service patients, warrant intensive VTE prophylaxis and close follow-up to ensure successful outcomes.
15487094	A comprehensive transitional care intervention for elders hospitalized with heart failure increased the length of time between hospital discharge and readmission or death, reduced total number of rehospitalizations, and decreased healthcare costs, thus demonstrating great promise for improving clinical and economic outcomes.
17911503	In the Medicare population, women are significantly less likely than men to receive ICD therapy for primary or secondary prevention of sudden cardiac death.
18212309	Less than 40% of potentially eligible patients hospitalized for heart failure received ICD therapy, and rates of use were lower among eligible women and black patients than among white men.
19021225	Low-income children with SCD demonstrate significantly higher healthcare utilization for inpatient care, emergency center care, and home health care compared to children with similar socio-demographic characteristics. A substantial proportion of children with SCD may fail to meet minimum guidelines for outpatient primary and hematology comprehensive care.
19716954	Bayer Schering Pharma AG, Johnson & Johnson Pharmaceutical Research & Development.
17509812	The suffering of patients with incurable cancer is determined to a large degree by the presence and intensity of the symptoms of their disease. Knowledge of symptom prevalence is important for clinical practice. The main aim of this study was to obtain a reliable estimation of symptom prevalence in patients with incurable cancer by performing a systematic review of studies assessing this topic. We included 44 studies (including 25,074 patients) on overall symptom prevalence (Group 1) and six studies (including 2,219 patients) on symptom prevalence during the last one to two weeks of life (Group 2). In these studies, symptom prevalence was assessed by a questionnaire, a standardized interview, or the medical record. We identified 37 symptoms assessed in at least five studies. Almost all symptoms occurred in more than 10% of the patients. Five symptoms (fatigue, pain, lack of energy, weakness, and appetite loss) occurred in more than 50% of the patients of Group 1. Weight loss occurred significantly more often in Group 2 compared to Group 1, and pain, nausea, and urinary symptoms occurred significantly less often. Generally, symptom prevalence was highest if assessed by a questionnaire. The results of this study should be used to guide doctors and nurses in symptom management. Proper attention to symptom burden and suffering should be the basis for individually tailored treatment aimed at improving or maintaining quality of life of patients in their last period of life.
12506938	Ramipril significantly reduces the rates of death, myocardial infarction, and stroke in a broad range of high-risk patients who are not known to have a low ejection fraction or heart failure.
18235423	Each year, approximately 865,000 persons in the United States have a myocardial infarction (i.e., heart attack). In 2007, direct and indirect costs of heart disease were estimated at approximately $277.1 billion. Cardiac rehabilitation, an essential component of recovery care after a heart attack, focuses on cardiovascular risk reduction, promoting healthy behaviors, reducing death and disability, and promoting an active lifestyle for heart attack survivors. Current guidelines from the American Heart Association (AHA) and the American Association of Cardiovascular and Pulmonary Rehabilitation emphasize the importance of cardiac rehabilitation, which reduces morbidity and mortality, improves clinical outcomes, enhances psychological recovery, and decreases the risk for secondary cardiac events. To estimate the prevalence of receipt of outpatient cardiac rehabilitation among heart attack survivors in 21 states and the District of Columbia (DC), data from the 2005 Behavioral Risk Factor Surveillance System (BRFSS) were assessed. The results of that assessment indicated that 34.7% of BRFSS respondents who had experienced a heart attack participated in outpatient cardiac rehabilitation. Outpatient cardiac rehabilitation for eligible patients after a heart attack is an essential component of care that should be incorporated into treatment plans. Increasing the number of persons who participate in cardiac rehabilitation services also can reduce health-care costs for recurrent events and reduce the burden on families and caregivers of patients with serious sequelae.
15784104	Adults with asthma and documented concomitant AR experienced more asthma-related hospitalizations and GP visits, and incurred higher asthma drug costs than did adults with asthma alone. A unified treatment strategy for asthma and AR might reduce the costs of treating these conditions.
18294565	Current risk schemes have comparable, but only limited, overall ability to predict thromboembolism in persons with AF. Recommendations for antithrombotic therapy may vary widely depending on which scheme is applied for individual patients. Better risk stratification is crucially needed to improve selection of AF patients for anticoagulant therapy.
16973925	The aim of this new statement is to provide comprehensive and timely evidence-based recommendations on the prevention of ischemic stroke among survivors of ischemic stroke or transient ischemic attack. Evidence-based recommendations are included for the control of risk factors, interventional approaches for atherosclerotic disease, antithrombotic treatments for cardioembolism, and the use of antiplatelet agents for noncardioembolic stroke. Further recommendations are provided for the prevention of recurrent stroke in a variety of other specific circumstances, including arterial dissections; patent foramen ovale; hyperhomocysteinemia; hypercoagulable states; sickle cell disease; cerebral venous sinus thrombosis; stroke among women, particularly with regard to pregnancy and the use of postmenopausal hormones; the use of anticoagulation after cerebral hemorrhage; and special approaches for the implementation of guidelines and their use in high-risk populations.
17975193	Automated review of EHR data to measure the quality of care of outpatients with heart failure missed many exclusion criteria for medications documented only in providers' notes. As a result, it sometimes underestimated performance on medication-based quality measures.
1978091	796 men with unstable coronary artery disease (unstable angina or non-Q-wave myocardial infarction [MI] ), were randomised to double-blind placebo-controlled treatment with oral aspirin 75 mg/day and/or 5 days of intermittent intravenous heparin. The risk of MI and death was reduced by aspirin. After 5 days the risk ratio was 0.43 (confidence intervals, 0.21-0.91), at 1 month 0.31 (0.18-0.53), and at 3 months 0.36 (0.23-0.57). Aspirin reduced event rate in non-Q-wave MI and unstable angina, independently of electrocardiographic abnormalities or concurrent drug therapy. Heparin had no significant influence on event rate, although the group treated with aspirin and heparin had the lowest number of events during the initial 5 days. Treatment had few side-effects and high patient compliance.
17185305	Both physician and patient factors play a part in CR enrollment. Patient CR barriers should be addressed during referral discussions, and reasons why physicians fail to uniformly endorse CR exploration. Although distance to CR was related to patient enrollment patterns, greater access to home-based CR services should be provided.
20448205	Management of patients with acute ischemic stroke remains multifaceted and includes several aspects of care that have not been tested in clinical trials. This statement includes recommendations for management from the first contact by emergency medical services personnel through initial admission to the hospital. Intravenous administration of recombinant tissue plasminogen activator remains the most beneficial proven intervention for emergency treatment of stroke. Several interventions, including intra-arterial administration of thrombolytic agents and mechanical interventions, show promise. Because many of the recommendations are based on limited data, additional research on treatment of acute ischemic stroke is needed.
18364644	These data support the routine assessment of high-risk behavioral characteristics in patients with CAD and demonstrate the marked improvements that occur after phase II CRET programs in CAD patients with high psychological distress.
11980514	Current management of advanced heart failure is based more on consensus than on randomized trials. Systematic investigation should address not only new therapies but also strategies for selecting and optimizing therapies already available.
8998892	The use of different types of antithrombotic prophylactics in various clinical settings was examined. A standardized questionnaire was mailed to 5000 randomly selected practicing orthopaedic surgeons that detailed practice profile, surgical case type and frequency, method of thromboembolism prophylaxis used, incidence of morbidity, and type of screening used. Twenty-one percent (n = 1046) of surgeons surveyed returned the questionnaire. Four of 5 surgeons performing elective hip arthroplasty used some form of thromboembolic prophylaxis for all of their patients, 13% used prophylaxis only for patients considered to be at high risk, and 3% of respondents never used prophylaxis. The rates of prophylactic use for patients undergoing elective knee arthroplasty were similar. A considerably lower rate of routine prophylactic use was seen among surgeons performing surgery for pelvic and lower extremity trauma. Except for cases involving neurologic compromise, most patients undergoing either elective or traumatic spinal surgery were not given prophylaxis. Low dose warfarin alone was the most commonly used prophylaxis modality. A comparison of the results of the current survey with those of past surveys showed that the use of aspirin has fallen. The use of routine pharmacologic prophylaxis against thromboembolism in hip and knee arthroplasty has become the standard of care in the United States. Among patients undergoing surgery for hip fracture and other lower extremity trauma, however, prophylaxis remains underused.
16084283	The goal of risk stratification of CVD inpatients with CKD is to lead to effective and early intervention and to prevent the adverse outcomes associated with this complex multisystem disease that is characteristic of growing number of patients with CKD in the general population and of patients receiving dialysis therapy or kidney transplantation. By 2030, there will be 2.24 million patients with ESRD in the United States, and approximately 1.3 million of these cases of ESRD will be caused by diabetes mellitus. Thus, CVD in this high-risk population presents a challenge for the nephrology and the cardiology community.
9935025	The underuse of echocardiography appears to be associated with poorer survival and underuse of angiotensin-converting enzyme inhibitor therapy.
15983428	Analgesia and hydration remain the only safe treatment for painful crises of sickle cell disease; hydroxyurea is effective, but the toxicity is still a problem. Piracetam is a nootropic drug that has reportedly been effective and non-toxic in sickle cell patients, but most studies were not placebo-controlled and included a small number of patients. The present study evaluated the drug in a double-blind crossed placebo-controlled clinical trial in 73 children and adolescents suffering from moderate to severe painful crises for 13 months. Information regarding frequency and severity of pain was acquired through monthly clinical evaluation, visits and house calls, and 4,300 weekly questionnaires filled out by the patients in their domiciles. A monthly pain score was calculated for each patient. Pain was the most frequent adverse manifestation of the disease stressing its significant bio-psycho-social impact. Although nearly all patients and relatives reported a better clinical course throughout the whole study, the drug was ineffective in the prevention of painful crises. This placebo effect may be ascribed to an unplanned and unsystematic 'cognitive-behavioural' management of the children. The pain score in the second semester of the study - both in the experimental and in the control groups - was significantly smaller than that in the first semester. In conclusion, piracetam was found to be ineffective in the prevention of painful crises; a powerful placebo effect due to adequate patient care was demonstrated.
17597785	Early identification of patients with chronic kidney disease (CKD) may allow health-care systems to implement interventions aimed at decreasing disease progression and eventual morbidity and mortality. Primary care in the United Kingdom is computerized suggesting a separate screening program for CKD may not be necessary because identifying data already populates primary care databases. Our study utilized a data set of 163 demographic, laboratory, diagnosis, and prescription variables from 130 226 adults in the regions of Kent, Manchester, and Surrey. The patients were 18 years of age and older in a 5-year study period culminating in November 2003. Estimated glomerular filtration rate was calculated from the four-variable Modification of Diet in Renal Disease equation using calibrated creatinine levels. A valid creatinine value was recorded in almost 30% of this cohort. The age-standardized prevalence of stage 3-5 CKD was 10.6% for females and 5.8% for males. In these patients, the odds ratio for hypertension was 2.1, for diabetes 1.33, and for cardiovascular disease 1.69. Only 20% of the diabetic people with stage 3-5 CKD had a blood pressure less than or equal to 130/80 mm Hg. The proportion of patients with anemia significantly rose as renal function declined. We suggest that stage 3-5 CKD is easily detected in existing computerized records. The associated comorbidity and management is readily available enabling intervention and targeting of specialist resources.
2788396	Two hundred eighty-three patients admitted to cardiac care units for myocardial infarction at two urban teaching hospitals were interviewed 8 to 10 days after infarction and 171 were reinterviewed 3 to 4 months later. Initially, 45% met diagnostic criteria for minor or major depression, including 18% with major depressive syndromes. Depression was not associated with the severity of cardiac illness but was associated with the presence of noncardiac medical illnesses. Three to 4 months after infarction, 33% of patients met criteria for minor or major depression. The large majority of patients who initially met criteria for major but not minor depression showed evidence of depression at 3 months and most patients with major depression had not returned to work by 3 months. Treatment of major depressive syndromes after myocardial infarction may reduce chronicity and disability, while minor depressive syndromes may be similar to normal grief and tend to be self-limited.
15947368	This article discusses the prevention of venous thromboembolism (VTE) and is part of the Seventh American College of Chest Physicians Conference on Antithrombotic and Thrombolytic Therapy: Evidence-Based Guidelines. Grade 1 recommendations are strong and indicate that the benefits do, or do not, outweigh risks, burden, and costs. Grade 2 suggests that individual patients' values may lead to different choices (for a full understanding of the grading see Guyatt et al, CHEST 2004; 126:179S-187S). Among the key recommendations in this chapter are the following. We recommend against the use of aspirin alone as thromboprophylaxis for any patient group (Grade 1A). For moderate-risk general surgery patients, we recommend prophylaxis with low-dose unfractionated heparin (LDUH) (5,000 U bid) or low-molecular-weight heparin (LMWH) [< or = 3,400 U once daily] (both Grade 1A). For higher risk general surgery patients, we recommend thromboprophylaxis with LDUH (5,000 U tid) or LMWH (> 3,400 U daily) [both Grade 1A]. For high-risk general surgery patients with multiple risk factors, we recommend combining pharmacologic methods (LDUH three times daily or LMWH, > 3,400 U daily) with the use of graduated compression stockings and/or intermittent pneumatic compression devices (Grade 1C+). We recommend that thromboprophylaxis be used in all patients undergoing major gynecologic surgery (Grade 1A) or major, open urologic procedures, and we recommend prophylaxis with LDUH two times or three times daily (Grade 1A). For patients undergoing elective total hip or knee arthroplasty, we recommend one of the following three anticoagulant agents: LMWH, fondaparinux, or adjusted-dose vitamin K antagonist (VKA) [international normalized ratio (INR) target, 2.5; range, 2.0 to 3.0] (all Grade 1A). For patients undergoing hip fracture surgery (HFS), we recommend the routine use of fondaparinux (Grade 1A), LMWH (Grade 1C+), VKA (target INR, 2.5; range, 2.0 to 3.0) [Grade 2B], or LDUH (Grade 1B). We recommend that patients undergoing hip or knee arthroplasty, or HFS receive thromboprophylaxis for at least 10 days (Grade 1A). We recommend that all trauma patients with at least one risk factor for VTE receive thromboprophylaxis (Grade 1A). In acutely ill medical patients who have been admitted to the hospital with congestive heart failure or severe respiratory disease, or who are confined to bed and have one or more additional risk factors, we recommend prophylaxis with LDUH (Grade 1A) or LMWH (Grade 1A). We recommend, on admission to the intensive care unit, all patients be assessed for their risk of VTE. Accordingly, most patients should receive thromboprophylaxis (Grade 1A).
10537433	We reviewed the literature on the efficacy and effectiveness of beta-blocker therapy and examined the economic consequences of under-utilisation. Despite the literature documenting the value of beta-blockers, the therapy is not prescribed at the appropriate rates. Approximately half of acute myocardial infarction (AMI) survivors who are eligible for the therapy do not receive it. There are 3 sources of costs that may arise from such under-utilisation: (i) increased morbidity and mortality associated with under-use; (ii) increased demand for related medical resources when the health state following an AMI is suboptimal due to under-use of beta-blocker therapy; and (iii) increased cost due to substitution of higher cost and/or less effective treatments for beta-blockers. For the first category, there is evidence suggesting that around 2900 to 5000 lives are lost in the US in the first year following an AMI due to underprescription. There is very little evidence on the second category of costs; 1 recent study does address this issue and indicates that beta-blocker therapy can lead to a 22% relative risk reduction for hospital readmission during the first year. Several studies also show a decrease in reinfarction. There is no information that addresses the third category of costs adequately (though 1 study does present evidence of substitution of calcium channel-blockers for beta-blockers). We conclude that there is a dearth of evidence on the economic consequences of the under-utilisation of beta-blocker therapy. What does exist suggests that the net costs to society may be substantial.
16831993	Available studies show convincingly the health benefits of lifestyle changes in CAD patients. Effect estimates of combined dietary changes look promising. Future studies should confirm these findings and assess the contribution of the individual dietary factors.
24352759	Hypertension is the most common condition seen in primary care and leads to myocardial infarction, stroke, renal failure, and death if not detected early and treated appropriately. Patients want to be assured that blood pressure (BP) treatment will reduce their disease burden, while clinicians want guidance on hypertension management using the best scientific evidence. This report takes a rigorous, evidence-based approach to recommend treatment thresholds, goals, and medications in the management of hypertension in adults. Evidence was drawn from randomized controlled trials, which represent the gold standard for determining efficacy and effectiveness. Evidence quality and recommendations were graded based on their effect on important outcomes. There is strong evidence to support treating hypertensive persons aged 60 years or older to a BP goal of less than 150/90 mm Hg and hypertensive persons 30 through 59 years of age to a diastolic goal of less than 90 mm Hg; however, there is insufficient evidence in hypertensive persons younger than 60 years for a systolic goal, or in those younger than 30 years for a diastolic goal, so the panel recommends a BP of less than 140/90 mm Hg for those groups based on expert opinion. The same thresholds and goals are recommended for hypertensive adults with diabetes or nondiabetic chronic kidney disease (CKD) as for the general hypertensive population younger than 60 years. There is moderate evidence to support initiating drug treatment with an angiotensin-converting enzyme inhibitor, angiotensin receptor blocker, calcium channel blocker, or thiazide-type diuretic in the nonblack hypertensive population, including those with diabetes. In the black hypertensive population, including those with diabetes, a calcium channel blocker or thiazide-type diuretic is recommended as initial therapy. There is moderate evidence to support initial or add-on antihypertensive therapy with an angiotensin-converting enzyme inhibitor or angiotensin receptor blocker in persons with CKD to improve kidney outcomes. Although this guideline provides evidence-based recommendations for the management of high BP and should meet the clinical needs of most patients, these recommendations are not a substitute for clinical judgment, and decisions about care must carefully consider and incorporate the clinical characteristics and circumstances of each individual patient.
15377699	The frequency of orthostatic hypotension (OH) in cohorts of patients recruited through hospital Parkinson's disease (PD) clinics ranges from 16% to 58%. However, hospital based cohorts may be subject to ascertainment bias. The aim of this study was to determine the frequency of OH in a community based population of PD patients and to determine the demographic features of patients with and without OH. Forty two (47%) of patients met the criteria for OH. Subjects with OH were older than those without OH, but there was no difference in PD disease duration or severity, MMSE or depression rating between the groups.
12629138	Admission hyperglycemia has been associated with increased hospital mortality in critically ill patients; however, it is not known whether hyperglycemia in patients admitted to general hospital wards is associated with poor outcome. The aim of this study was to determine the prevalence of in-hospital hyperglycemia and determine the survival and functional outcome of patients with hyperglycemia with and without a history of diabetes. We reviewed the medical records of 2030 consecutive adult patients admitted to Georgia Baptist Medical Center, a community teaching hospital in downtown Atlanta, GA, from July 1, 1998, to October 20, 1998. New hyperglycemia was defined as an admission or in-hospital fasting glucose level of 126 mg/dl (7 mmol/liter) or more or a random blood glucose level of 200 mg/dl (11.1 mmol/liter) or more on 2 or more determinations. Hyperglycemia was present in 38% of patients admitted to the hospital, of whom 26% had a known history of diabetes, and 12% had no history of diabetes before the admission. Newly discovered hyperglycemia was associated with higher in-hospital mortality rate (16%) compared with those patients with a prior history of diabetes (3%) and subjects with normoglycemia (1.7%; both P < 0.01). In addition, new hyperglycemic patients had a longer length of hospital stay, a higher admission rate to an intensive care unit, and were less likely to be discharged to home, frequently requiring transfer to a transitional care unit or nursing home facility. Our results indicate that in-hospital hyperglycemia is a common finding and represents an important marker of poor clinical outcome and mortality in patients with and without a history of diabetes. Patients with newly diagnosed hyperglycemia had a significantly higher mortality rate and a lower functional outcome than patients with a known history of diabetes or normoglycemia.
21187257	Heart failure (HF) is a syndrome characterized by high mortality, frequent hospitalization, reduced quality of life, and a complex therapeutic regimen. Knowledge about HF is accumulating so rapidly that individual clinicians may be unable to readily and adequately synthesize new information into effective strategies of care for patients with this syndrome. Trial data, though valuable, often do not give direction for individual patient management. These characteristics make HF an ideal candidate for practice guidelines. The 2010 Heart Failure Society of America comprehensive practice guideline addresses the full range of evaluation, care, and management of patients with HF.
17593914	As an initial management strategy in patients with stable coronary artery disease, PCI did not reduce the risk of death, myocardial infarction, or other major cardiovascular events when added to optimal medical therapy. (ClinicalTrials.gov number, NCT00007657 [ClinicalTrials.gov].).
20594590	US National Institutes of Health; National Heart, Lung, and Blood Institute; National Institute of Diabetes and Digestive and Kidney Diseases; National Institute on Aging; National Eye Institute; Centers for Disease Control and Prevention; and General Clinical Research Centers.
11136500	Discontinuing beta-blockers immediately after vascular surgery may increase the risk of postoperative cardiovascular morbidity and mortality.
16488379	The clinical diagnosis of Parkinson's disease rests on the identification of the characteristics related to dopamine deficiency that are a consequence of degeneration of the substantia nigra pars compacta. However, non-dopaminergic and non-motor symptoms are sometimes present before diagnosis and almost inevitably emerge with disease progression. Indeed, non-motor symptoms dominate the clinical picture of advanced Parkinson's disease and contribute to severe disability, impaired quality of life, and shortened life expectancy. By contrast with the dopaminergic symptoms of the disease, for which treatment is available, non-motor symptoms are often poorly recognised and inadequately treated. However, attention is now being focused on the recognition and quantitation of non-motor symptoms, which will form the basis of improved treatments. Some non-motor symptoms, including depression, constipation, pain, genitourinary problems, and sleep disorders, can be improved with available treatments. Other non-motor symptoms can be more refractory and need the introduction of novel non-dopaminergic drugs. Inevitably, the development of treatments that can slow or prevent the progression of Parkinson's disease and its multicentric neurodegeneration provides the best hope of curing non-motor symptoms.
17165018	Until recently, more than 30 different definitions of acute renal failure (ARF) had been used in the literature. This lack of a common reference point created confusion and made comparisons difficult. It also led to strong advocacy of a consensus definition. In response to the need for a common definition and classification of ARF, the Acute Dialysis Quality Initiative (ADQI) group of experts developed and published a consensus definition of ARF. This definition goes under the acronym of RIFLE to indicate that it classifies patients with renal dysfunction according to the degree of impairment into patients at risk (R), with injury (I), with failure (F), with sustained loss (L) and with end-stage (E) status in relation to their renal function. This editorial aims to summarize and interpret recent findings concerning the application of the RIFLE criteria to the assessment of the epidemiology and the prediction of the outcome of ARF.
11434415	This article reviews cultural variations in the clinical presentation of depression and anxiety. Culture-specific symptoms may lead to underrecognition or misidentification of psychological distress. Contrary to the claim that non-Westerners are prone to somatize their distress, recent research confirms that somatization is ubiquitous. Somatic symptoms serve as cultural idioms of distress in many ethnocultural groups and, if misinterpreted by the clinician, may lead to unnecessary diagnostic procedures or inappropriate treatment. Clinicians must learn to decode the meaning of somatic and dissociative symptoms, which are not simply indices of disease or disorder but part of a language of distress with interpersonal and wider social meanings. Implications of these findings for the recognition and treatment of depressive disorders among culturally diverse populations in primary care and mental health settings are discussed.
14630453	Candesartan was generally well tolerated and reduced cardiovascular mortality and morbidity in patients with symptomatic chronic heart failure and intolerance to ACE inhibitors.
